"file","sheet","row","section","description","qty","unitPrice","total","totalFormula","qtyFormula","unitPriceFormula","isSectionOrHeader"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","38","Travel Charges","London Congestion-ULEZ Charge per vehicle","","30.00","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","39","Travel Charges","Travel Meal Allowance per man per day","","22.00","TBC","","","","True"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","40","Travel Charges","Overnight Meal Allowance","","35.00","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","41","Travel Charges","Hotel Per Man Per Room","TBC","","Production","","","","True"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","42","Travel Charges","Breakfast/Lunch not Supplied on location per man","","22.00","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","43","Travel Charges","Recce Travel Time/Travel Day (When recce is outside the London area)","","58.50","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","44","Travel Charges","Recce Mileage (Inc On Location Recce Mileage, Location to Location Moves)","","0.68","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","46","Travel Charges","","Total Price £","","0.00","=SUM(G12:G45)-2*G21","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","47","Travel Charges","","Excludes VAT","","","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","10","GMC Command Vehicle / Video Pursuit  Elite Tracking Vehicle","DESCRIPTION","QTY","UNIT PRICE","TOTAL","","","","True"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","12","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","","","","","","","True"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","13","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","GMC Command Vehicle / Mobile Video Village","","700.00","-","=E13*F13","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","14","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","3K Generator including Fuel","","180.00","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","15","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Pre-Rigging & Additional Equipment","","","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment Discount","Less","0.0%","0.00","=SUM(G12:G15)*F16","","","True"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","18","Labour Rates - Daily Rates","Labour Rates - Daily Rates","","","","","","","True"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","19","Labour Rates - Daily Rates","To Services of Driver/Technician per 10hr Cont Day (Call to Wrap)","","585.00","-","=E19*F19","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","20","Labour Rates - Daily Rates","Overtime Charged @ 1.5T  (inc Pre-Calls & Call Times Prior to 07:00)","","87.75","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","21","Labour Rates - Daily Rates","Sunday and Bank Holiday Work charged at Double Time","","585.00","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","22","Labour Rates - Daily Rates","Turnaround Day After Night Work Chargeable from 23:59","","585.00","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","23","Labour Rates - Daily Rates","Supplementary charge for Late Working between 22:00 & 23:59","","292.50","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates","Supplementary charge applies for Saturday working","","292.50","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates","Commercials - Sundays, Night Work charged at 2T /  Saturday Charged 1.5T - APA","","585.00","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","26","Labour Rates - Daily Rates","Recce Charge per man","","585.00","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","28","Travel Charges","Travel Charges","","","","","","","True"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","29","Travel Charges","Tracking Vehicle Mileage (Miles) Subject to Tracking Mileage","","1.55","-","=E29*F29","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","30","Travel Charges","Tracking Vehicle and Crew Travel Days","","585.00","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","31","Travel Charges","Tracking Vehicle and Crew Travel Time","","58.50","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","32","Travel Charges","London and Home Counties Fixed Travel Charge","","185.00","-","=E32*F32","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","33","Travel Charges","Hotel & Overnight charge if Tracking Vehicle is pre-rigged & left rigged between shoot days","","150.00","TBC","","","","True"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","34","Travel Charges","London Congestion-ULEZ Charge Per Vehicle","","30.00","-","=E34*F34","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","35","Travel Charges","Clean air zone charge where applicable","","TBC","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","36","Travel Charges","Travel Meal Allowance per man per day","","22.00","TBC","","","","True"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","37","Travel Charges","Hotel Per Man Per Room","TBC","","Production","","","","True"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","38","Travel Charges","Overnights (Meal Allowance) per man","","35.00","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","39","Travel Charges","Breakfast/Lunch not Supplied on location per man","","22.00","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","40","Travel Charges","Recce Travel Time/Travel Day (When recce is outside the London area)","","58.50","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","41","Travel Charges","Recce Mileage (Inc On Location Recce Mileage, Location to Location Moves)","","0.68","TBC","","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","43","Travel Charges","","Total Price £","","-","=SUM(G12:G42)-2*G16","","","False"
"Q GMC Video Pursuit 2026.xls","Bickers Action Quote","44","Travel Charges","","Excludes VAT","","","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","10","Land Rover Discovery 4x4 Tracking Vehicle","DESCRIPTION","QTY","UNIT PRICE","TOTAL","","","","True"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","12","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","","","","","","","True"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","13","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Land Rover Discovery 4x4 Tracking Vehicle","","600.00","-","=E13*F13","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","14","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Post Camera  Mount - 2 Available if to be rigged front and back","","185.00","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","15","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Basic Riggers Scaffolding  Kit","","95.00","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Pre-Rigging & Additional Equipment","","","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","18","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Discount","Less","","-","=SUM(G13:G17)*F18","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","20","Labour Rates - Daily Rates","Labour Rates - Daily Rates","","","","","","","True"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","21","Labour Rates - Daily Rates","To Services of Driver/Technician per 10hr Cont. day (Call to Wrap)","","585.00","-","=E21*F21","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","22","Labour Rates - Daily Rates","Overtime Charged @ 1.5T (Inc. Pre-Calls & Call Times Prior to 07:00)","","87.75","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","23","Labour Rates - Daily Rates","Sunday and Bank Holiday Work charged at Double Time","","585.00","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates","Turnaround Day After Night Work Chargeable from 23:59","","585.00","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates","Supplementary charge for Late Working between 22:00 & 23:59","","292.50","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","26","Labour Rates - Daily Rates","Supplementary charge applies for Saturday working","","292.50","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","27","Labour Rates - Daily Rates","Commercials - Sundays, Night Work charged at 2T /  Saturday Charged 1.5T - APA","","585.00","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","28","Labour Rates - Daily Rates","Recce Charge per man","","585.00","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","30","Travel Charges","Travel Charges","","","","","","","True"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","31","Travel Charges","Tracking Vehicle Mileage (Miles) Subject to Tracking Mileage","","1.25","-","=E31*F31","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","32","Travel Charges","Tracking Vehicle and Crew Travel Days","","585.00","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","33","Travel Charges","Tracking Vehicle and Crew Travel Time","","58.50","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","34","Travel Charges","London and Home Counties Fixed Travel Charge","","185.00","-","=E34*F34","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","35","Travel Charges","London Congestion-ULEZ Charge per vehicle","","30.00","-","=E35*F35","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","36","Travel Charges","Clean air zone charge where applicable","","TBC","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","37","Travel Charges","Travel Meal Allowance per man per day","","22.00","TBC","","","","True"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","38","Travel Charges","Hotel & Overnight charge if Tracking Vehicle is pre-rigged & left rigged between shoot days","","150.00","TBC","","","","True"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","39","Travel Charges","Overnight Meal Allowance","","35.00","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","40","Travel Charges","Hotel Per Man Per Room","TBC","","Production","","","","True"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","41","Travel Charges","Breakfast/Lunch not Supplied on location per man","","22.00","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","42","Travel Charges","Recce Travel Time/Travel Day (When recce is outside the London area)","","58.50","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","43","Travel Charges","Recce Mileage","","0.68","TBC","","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","45","Travel Charges","","Total Price","","-","=SUM(G12:G44)-2*G18","","","False"
"Q Land Rover Discovery 2026.xls","Bickers Action Quote","46","Travel Charges","","Excludes VAT","","","","","","False"
"Q Lightning F150 Plate Vehicle 2026.xls","Bickers Action Quote","10","Lightning F150 Higher Speed Tracking Vehicle","DESCRIPTION","QTY","UNIT PRICE","TOTAL","","","","True"
"Q Lightning F150 Plate Vehicle 2026.xls","Bickers Action Quote","12","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","","","","","","","True"
"Q Lightning F150 Plate Vehicle 2026.xls","Bickers Action Quote","13","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Lightning F150 Plate Vehicle","","700.00","-","=E13*F13","","","False"
"Q Lightning F150 Plate Vehicle 2026.xls","Bickers Action Quote","14","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Generator 3K","","180.00","TBC","","","","False"
"Q Lightning F150 Plate Vehicle 2026.xls","Bickers Action Quote","15","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Performance Service parts charge","","125.00","TBC","","","","False"
"Q Lightning F150 Plate Vehicle 2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Comms Kit 5 x Head sets  with 3 helmets (Hard Wired)","","200.00","TBC","","","","False"
"Q Lightning F150 Plate Vehicle 2026.xls","Bickers Action Quote","17","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Remote Head mounts - Post Rigs - 2x Available                             Unit Price","","185.00","TBC","","","","False"
"Q Lightning F150 Plate Vehicle 2026.xls","Bickers Action Quote","18","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Pre-Rigging & Additional Equipment","","","TBC","","","","False"
"Q Lightning F150 Plate Vehicle 2026.xls","Bickers Action Quote","19","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment Discount","Less","0.0%","0.00","=SUM(G12:G18)*F19","","","True"
"Q Lightning F150 Plate Vehicle 2026.xls","Bickers Action Quote","21","Labour Rates - Daily Rates","Labour Rates - Daily Rates","","","","","","","True"
"Q Lightning F150 Plate Vehicle 2026.xls","Bickers Action Quote","22","Labour Rates - Daily Rates","To Services of Driver/Technician per 10hr day  (Call to Wrap)","","585.00","-","=E22*F22","","","False"
"Q Lightning F150 Plate Vehicle 2026.xls","Bickers Action Quote","23","Labour Rates - Daily Rates","Overtime Charged @ 1.5T (Inc. Pre-Calls & Call Times Prior to 07:00)","","87.75","TBC","","","","False"
"Q Lightning F150 Plate Vehicle 2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates","Sunday and Bank Holiday Work charged at Double Time","","585.00","TBC","","","","False"
"Q Lightning F150 Plate Vehicle 2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates","Turnaround Day After Night Work Chargeable from 23:59","","585.00","TBC","","","","False"
