"file","sheet","row","section","description","qty","unitPrice","total","totalFormula","qtyFormula","unitPriceFormula","isSectionOrHeader"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","5K Generator (Built in Generator) Including Fuel","","180.00","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","17","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Motorcycle Mini Low Loader","","225.00","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","18","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Basic Riggers Scaffolding  Kit","","95.00","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","19","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Testing at Bickers- No Charge for Equipment - Labour","TBC","95.00","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","20","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Pre-Rigging & Additional Equipment","","","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","21","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment Discount","Less","","-","=SUM(G13:G18)*F21","","","True"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","23","Labour Rates - Daily Rates - 2 x Crew","Labour Rates - Daily Rates - 2 x Crew","","","","","","","True"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates - 2 x Crew","To Services of Driver/Technician per 10hr Cont. day (Call to Wrap)","","585.00","-","=E24*F24","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates - 2 x Crew","Overtime Charged @ 1.5T (Inc. Pre-Calls & Call Times Prior to 07:00)","","87.75","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","26","Labour Rates - Daily Rates - 2 x Crew","Sunday and Bank Holiday Work charged at Double Time","","585.00","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","27","Labour Rates - Daily Rates - 2 x Crew","Turnaround Day After Night Work Chargeable from 23:59","","585.00","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","28","Labour Rates - Daily Rates - 2 x Crew","Supplementary charge applies for Saturday working","","292.50","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","29","Labour Rates - Daily Rates - 2 x Crew","Supplementary charge for Late Working between 22:00 & 23:59","","292.50","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","30","Labour Rates - Daily Rates - 2 x Crew","Commercials - Sundays, Night Work charged at 2T /  Saturday Charged 1.5T - APA","","585.00","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","31","Labour Rates - Daily Rates - 2 x Crew","Recce Charge per man","","585.00","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","33","Travel Charges","Travel Charges","","","","","","","True"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","34","Travel Charges","Tracking Vehicle Mileage (Miles) Subject to Tracking Mileage","","1.55","-","=E34*F34","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","35","Travel Charges","Tracking Vehicle and Crew Travel Days","","585.00","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","36","Travel Charges","Tracking Vehicle and Crew Travel Time","","58.50","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","37","Travel Charges","London and Home Counties Fixed Travel Charge","","185.00","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","38","Travel Charges","London Congestion-ULEZ Charge per vehicle","","30.00","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","39","Travel Charges","Travel Meal Allowance per man per day","","22.00","TBC","","","","True"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","40","Travel Charges","Hotel & Overnight charge if Tracking Vehicle is pre-rigged & left rigged between shoot days","","150.00","TBC","","","","True"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","41","Travel Charges","Overnight Meal Allowance","","35.00","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","42","Travel Charges","Hotel Per Man Per Room","TBC","","Production","","","","True"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","43","Travel Charges","Breakfast/Lunch not Supplied on location per man","","22.00","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","44","Travel Charges","Recce Travel Time/Travel Day (When recce is outside the London area)","","58.50","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","45","Travel Charges","Recce Mileage (Inc On Location Recce Mileage, Location to Location Moves)","","0.68","TBC","","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","46","Travel Charges","","Total Price £","","-","=SUM(G12:G45)-2*G21","","","False"
"Q Cheyenne with Banking Rig 2026.xls","Bickers Action Quote","47","Travel Charges","","Excludes VAT","","","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","10","Dodge Ram Elite Tracking Vehicle","DESCRIPTION","QTY","UNIT PRICE","TOTAL","","","","True"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","12","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","","","","","","","True"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","13","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Dodge Ram Elite Tracking Vehicle","","755.00","-","=E13*F13","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","14","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","5K Generator (Built in Generator) including Fuel","","180.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","15","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","""A"" Frame - Car Towing Rig  - Driving cast must hold full driving licence - Car needs to tested for A Frame Compatibility prior to the shoot.  If it wont A Frame the Tow Dolly may be an option","","150.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Tracking Tow Dolly - 2 Crew Required for this equipment","","230.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","17","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Camera Crane Mounting Kit","","90.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","18","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Basic Riggers Scaffolding  Kit","","95.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","19","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Pre-Rigging & Additional Equipment","","90.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","20","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment Discount","Less","0.0%","0.00","=SUM(G12:G18)*F20","","","True"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","22","Labour Rates - Daily Rates","Labour Rates - Daily Rates","","","","","","","True"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","23","Labour Rates - Daily Rates","To Services of Driver/Technician per 10hr Cont. day (Call to Wrap)","","585.00","-","=E23*F23","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates","Overtime Charged @ 1.5T (Inc. Pre-Calls & Call Times Prior to 07:00)","","87.75","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates","Sunday and Bank Holiday Work charged at Double Time","","585.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","26","Labour Rates - Daily Rates","Turnaround Day After Night Work Chargeable from 23:59","","585.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","27","Labour Rates - Daily Rates","Supplementary charge for Late Working between 22:00 & 23:59","","292.50","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","28","Labour Rates - Daily Rates","Supplementary charge applies for Saturday working","","292.50","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","29","Labour Rates - Daily Rates","Commercials - Sundays, Night Work charged at 2T /  Saturday Charged 1.5T - APA","","585.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","30","Labour Rates - Daily Rates","Recce Charge per man","","585.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","31","Labour Rates - Daily Rates","","","","-","=E31*F31","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","32","Travel Charges","Travel Charges","","","","","","","True"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","33","Travel Charges","Tracking Vehicle Mileage (Miles) Subject to Tracking Mileage","","1.55","-","=E33*F33","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","34","Travel Charges","Tracking Vehicle and Crew Travel Days","","585.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","35","Travel Charges","Tracking Vehicle and Crew Travel Time","","58.50","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","36","Travel Charges","London and Home Counties Fixed Travel Charge","","185.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","37","Travel Charges","London Congestion Charge","","30.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","38","Travel Charges","ULEZ Charge per vehicle","","100.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","39","Travel Charges","Clean air zone charge where applicable","","TBC","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","40","Travel Charges","Hotel & Overnight charge if Tracking Vehicle is pre-rigged & left rigged between shoot days","","150.00","TBC","","","","True"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","41","Travel Charges","Travel Meal Allowance per man per day","","22.00","TBC","","","","True"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","42","Travel Charges","Overnight Meal Allowance","","35.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","43","Travel Charges","Hotel Per Man Per Room","TBC","","Production","","","","True"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","44","Travel Charges","Breakfast/Lunch not Supplied on location per man","","22.00","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","45","Travel Charges","Recce Travel Time/Travel Day (When recce is outside the London area)","","58.50","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","46","Travel Charges","Recce Mileage (Inc On Location Recce Mileage, Location to Location moves)","","0.68","TBC","","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","48","Travel Charges","","Total Price","","-","=SUM(G12:G47)-2*G20","","","False"
"Q Dodge Elite Nov 2026.xls","Bickers Action Quote","49","Travel Charges","","Excludes VAT","","","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","10","Explorer ""Elite"" Tracking Vehicle","DESCRIPTION","QTY","UNIT PRICE","TOTAL","","","","True"
"Q Explorer Elite  2026.xls","Bickers Action Quote","12","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","","","","","","","True"
"Q Explorer Elite  2026.xls","Bickers Action Quote","13","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Explorer ""Compact"" Tracking Vehicle","","650.00","-","=E13*F13","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","14","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","5K Generator including Fuel","","180.00","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","15","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","""A"" Frame  Car Towing Frame  - Only small vehicles can be towed by the Explorer","","150.00","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Basic Riggers Scaffolding  Kit","","95.00","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","17","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Pre-Rigging & Additional Equipment","","","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","18","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment Discount","Less","0.0%","-","=SUM(G13:G17)*F18","","","True"
"Q Explorer Elite  2026.xls","Bickers Action Quote","20","Labour Rates - Daily Rates","Labour Rates - Daily Rates","","","","","","","True"
"Q Explorer Elite  2026.xls","Bickers Action Quote","21","Labour Rates - Daily Rates","To Services of Driver/Technician per 10hr Cont. day (Call to Wrap)","","585.00","-","=E21*F21","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","22","Labour Rates - Daily Rates","Overtime Charged @ 1.5T (Inc. Pre-Calls & Call Times Prior to 07:00)","","87.75","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","23","Labour Rates - Daily Rates","Sunday and Bank Holiday Work charged at Double Time","","585.00","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates","Turnaround Day After Night Work Chargeable from 23:59","","585.00","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates","Supplementary charge for Late Working between 22:00 & 23:59","","292.50","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","26","Labour Rates - Daily Rates","Supplementary charge applies for Saturday working","","292.50","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","27","Labour Rates - Daily Rates","Commercials Sundays, Night Work charged at 2T /  Saturday Charged 1.5T - APA","","585.00","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","28","Labour Rates - Daily Rates","Recce Charge per man","","585.00","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","30","Travel Charges","Travel Charges","","","","","","","True"
"Q Explorer Elite  2026.xls","Bickers Action Quote","31","Travel Charges","Tracking Vehicle Mileage (Miles) Subject to Tracking Mileage","","1.55","-","=E31*F31","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","32","Travel Charges","Tracking Vehicle and Crew Travel Days","","585.00","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","33","Travel Charges","Tracking Vehicle and Crew Travel Time","","58.50","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","34","Travel Charges","London and Home Counties Fixed Travel Charge","","185.00","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","35","Travel Charges","London Congestion-ULEZ Charge per vehicle","","30.00","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","36","Travel Charges","Clean air zone charge where applicable","","TBC","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","37","Travel Charges","Travel Meal Allowance per man per day","","22.00","TBC","","","","True"
"Q Explorer Elite  2026.xls","Bickers Action Quote","38","Travel Charges","Hotel & Overnight charge if Tracking Vehicle is pre-rigged & left rigged between shoot days","","150.00","TBC","","","","True"
"Q Explorer Elite  2026.xls","Bickers Action Quote","39","Travel Charges","Overnight Meal Allowance","","35.00","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","40","Travel Charges","Hotel Per Man Per Room","TBC","","Production","","","","True"
"Q Explorer Elite  2026.xls","Bickers Action Quote","41","Travel Charges","Breakfast/Lunch not Supplied on location per man","","22.00","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","42","Travel Charges","Recce Travel Time/Travel Day (When recce is outside the London area)","","58.50","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","43","Travel Charges","Recce Mileage (Inc On Location Recce Mileage, Location to Location Moves)","","0.68","TBC","","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","45","Travel Charges","","Total Price","","£              -","=SUM(G12:G44)-2*G18","","","False"
"Q Explorer Elite  2026.xls","Bickers Action Quote","46","Travel Charges","","Excludes VAT","","","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","10","GLC Dynamic Tracking Vehicle - Carrying Black Tec Tower (Up and Down Camera Rig)","DESCRIPTION","QTY","UNIT PRICE","TOTAL","","","","True"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","12","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","","","","","","","True"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","13","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","GLC Dynamic Tracking Vehicle","","755.00","-","=E13*F13","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","14","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","HD Monitors","","275.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","15","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Black Tec Tower Rigging Kit","","95.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Discount","Less","0.0%","-","=SUM(G13:G15)*F16","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","17","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Black Tec Tower - 3rd Party Cost","","","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","18","Labour Rates - Daily Rates","Labour Rates - Daily Rates","","","","","","","True"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","19","Labour Rates - Daily Rates","To Services of Driver/Technician per 9hr day (10hrs Inc. 1hr lunch)","","680.00","-","=E19*F19","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","20","Labour Rates - Daily Rates","Overtime Charged @ 1.5T (Inc. Pre-Calls & Call Times Prior to 07:00)","","102.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","21","Labour Rates - Daily Rates","Double Time for Night Work, Sundays and Bank Holidays","","680.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","22","Labour Rates - Daily Rates","Supplementary charge applies for Saturday working","","340.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","23","Labour Rates - Daily Rates","Supplementary charge applies for Late Working Chargeable from 22:00 - 23:59","","340.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates","Turnaround Day after Night Work Chargeable from - 23:59","","680.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates","Commercials - Sundays, Night Work charged at 2T /  Saturday Charged 1.5T - APA","","680.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","26","Labour Rates - Daily Rates","Recce Charge per man","","680.00","-","=E26*F26","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","27","Travel Charges","Travel Charges","","","","","","","True"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","28","Travel Charges","Transport Vehicle","","175.00","-","=E28*F28","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","29","Travel Charges","Tracking Vehicle Mileage (Miles) Subject to Tracking Mileage","","1.55","","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","30","Travel Charges","Tracking Vehicle and Crew Travel Days","","680.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","31","Travel Charges","Tracking Vehicle  and Crew Travel Time","","68.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","32","Travel Charges","London and Home Counties Fixed Travel Charge","","185.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","33","Travel Charges","Hotel & Overnight charge if Tracking Vehicle is pre-rigged & left rigged between shoot days","","150.00","TBC","","","","True"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","34","Travel Charges","London Congestion-ULEZ Charge per vehicle","","30.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","35","Travel Charges","Travel Meal Allowance per man per day","","22.00","TBC","","","","True"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","36","Travel Charges","Hotel Per Man Per Room","TBC","","Production","","","","True"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","37","Travel Charges","Overnights","","35.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","38","Travel Charges","Breakfast/Lunch not Supplied on location per man","","22.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","39","Travel Charges","Recce Travel Time/Travel Day (When recce is outside the London area)","","68.00","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","40","Travel Charges","Recce Mileage (Inc On Location Recce Mileage, Location to Location Moves)","","0.68","TBC","","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","41","Travel Charges","","Total Price","","£                  -","=SUM(G13:G40)-2*G16","","","False"
"Q GLC Dynamic Tracking Vehicle Non Circuit Work 2026.xls","Bickers Action Quote","42","Travel Charges","","Excludes VAT","","","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","10","GMC Sierra Tracking Vehicle","DESCRIPTION","QTY","UNIT PRICE","TOTAL","","","","True"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","12","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","","","","","","","True"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","13","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","GMC Sierra Elite Tracking Vehicle","","700.00","-","=E13*F13","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","14","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","5K Generator (Built in Generator) Including Fuel","","180.00","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","15","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","""A"" Frame - Car Towing Rig  - Driving cast must hold full driving licence - Car needs to tested for A Frame Compatibility prior to the shoot.  If it wont A Frame the Tow Dolly may be an option","","150.00","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","16","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Tracking Tow-Dolly (2 Man Crew Required)","","230.00","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","17","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Rear Wheel Lifters for Tow Dolly","","155.00","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","18","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Camera Crane Mounted Kit","","150.00","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","19","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Basic Riggers Scaffolding  Kit","","95.00","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","20","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Pre-Rigging & Additional Equipment","","","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","21","Equipment - Daily Rates       (Optional Equipment Charged if Used or Booked)","Equipment Discount","Less","","£               -","=SUM(G13:G19)*F21","","","True"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","23","Labour Rates - Daily Rates","Labour Rates - Daily Rates","","","","","","","True"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","24","Labour Rates - Daily Rates","To Services of Driver/Technician per 10hr Cont. day (Call to Wrap)","","585.00","-","=E24*F24","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","25","Labour Rates - Daily Rates","Overtime Charged @ 1.5T  (Inc. Pre-Calls & Call Times Prior to 07:00)","","87.75","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","26","Labour Rates - Daily Rates","Sunday and Bank Holiday Work charged at Double Time","","585.00","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","27","Labour Rates - Daily Rates","Turnaround Day After Night Work Chargeable from 23:59","","585.00","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","28","Labour Rates - Daily Rates","Supplementary charge for Late Working between 22:00 & 23:59","","292.50","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","29","Labour Rates - Daily Rates","Supplementary charge applies for Saturday working","","292.50","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","30","Labour Rates - Daily Rates","Commercials - Sundays, Night Work charged at 2T /  Saturday Charged 1.5T - APA","","585.00","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","31","Labour Rates - Daily Rates","Recce Charge per man","","585.00","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","33","Travel Charges","Travel Charges","","","","","","","True"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","34","Travel Charges","Tracking Vehicle Mileage (Miles) Subject to Tracking Mileage","","1.55","-","=E34*F34","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","35","Travel Charges","Tracking Vehicle and Crew Travel Days","","585.00","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","36","Travel Charges","Tracking Vehicle and Crew Travel Time","","58.50","TBC","","","","False"
"Q GMC Sierra Elite Tracking Vehicle 2026.xls","Bickers Action Quote","37","Travel Charges","London and Home Counties Fixed Travel Charge","","185.00","TBC","","","","False"
